cycle,converged,status,neg2ll,nspp,gamlam.1,ke.mean,ke.median,ke.sd,v.mean,v.median,v.sd
144,false,Continue,-424.83242037282184,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42550110816956,104.0697729587555,805.5965204213512
145,false,Continue,-424.8390358800111,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42452454566956,104.0697729587555,805.4547984726821
146,false,Continue,-424.8452411280747,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42452454566956,104.0697729587555,805.2969139096749
147,false,Continue,-424.85105429191145,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42550110816956,104.0697729587555,805.1228667323296
148,false,Continue,-424.85647408441724,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42550110816956,104.0697729587555,804.9653332948662
149,false,Continue,-424.86149471516035,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42550110816956,104.0697729587555,804.8079754201747
150,false,Continue,-424.8661142146126,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913534441105273,108.42550110816956,104.0697729587555,804.650793108255
151,false,Continue,-424.87116006537997,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42647767066956,104.0697729587555,804.6456012164622
152,false,Continue,-424.88160148863875,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42647767066956,104.0697729587555,804.4886822487005
153,false,Continue,-424.8916385996615,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42550110816956,104.0697729587555,804.3575774655667
154,false,Continue,-424.90127359187153,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42647767066956,104.0697729587555,804.1753710014924
155,false,Continue,-424.91050072544124,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42647767066956,104.0697729587555,804.0189787220462
156,false,Continue,-424.9193196416642,45,0.00000,0.1793297222079171,0.09591740503311158,0.0291309191888379,108.42647767066956,104.0697729587555,803.862762005372
157,false,Continue,-424.93143786629355,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,803.7113860549467
158,false,Continue,-424.9445608507497,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,803.5554326824303
159,false,Continue,-424.9573074639678,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,803.3996548726857
160,false,Continue,-424.9696759942311,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,803.244052625713
161,false,Continue,-424.9816647733936,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,803.0886259415122
162,false,Continue,-424.9932721765147,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,802.9333748200833
163,false,Continue,-425.0044966213864,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,802.7782992614262
164,false,Continue,-425.01533656825194,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134664454069294,108.42550110816956,104.0697729587555,802.6233992655411
165,false,Continue,-425.025916146051,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.42550110816956,104.0697729587555,802.4686748324278
166,false,Continue,-425.0419857126777,46,0.00000,0.17741965824106465,0.09416017847061159,0.02865154175571178,108.08242481687795,104.0478003025055,789.8787540001607
167,false,Continue,-425.05726189346666,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.42354798316956,104.0697729587555,802.1925148394254
168,false,Continue,-425.071740544692,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.42257142066956,104.0697729587555,802.0548269331147
169,false,Continue,-425.0854228854389,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.42159485816956,104.0697729587555,801.9174004202644
170,false,Continue,-425.09830879676053,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.42061829566956,104.0697729587555,801.7802353008744
171,false,Continue,-425.1103981622046,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.41964173316956,104.0697729587555,801.6433315749448
172,false,Continue,-425.1216908680356,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.41866517066956,104.0697729587555,801.5066892424755
173,false,Continue,-425.1321868035254,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.41768860816956,104.0697729587555,801.3703083034667
174,false,Continue,-425.14188601287344,45,0.00000,0.1793297222079171,0.09591740503311158,0.029131075140615283,108.41573548316956,104.0697729587555,801.1698187292808
175,false,Continue,-425.15078895899416,45,0.00000,0.1793297222079171,0.09591740503311158,0.02913107514061527,108.41475892066956,104.0697729587555,801.033958626495
176,false,Continue,-425.1594701808651,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.41280579566956,104.0697729587555,800.9014196966328
177,false,Continue,-425.172445469814,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.41182923316956,104.0697729587555,800.7659926486846
178,false,Continue,-425.18461084962775,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.41085267066956,104.0697729587555,800.6308269941966
179,false,Continue,-425.1959663140295,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40987610816956,104.0697729587555,800.4959227331691
180,false,Continue,-425.20651186965677,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40889954566956,104.0697729587555,800.361279865602
181,false,Continue,-425.2162475367032,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,800.2268983914951
182,false,Continue,-425.2255228911216,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,800.075070744118
183,false,Continue,-425.2344000911591,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.9234186595127
184,false,Continue,-425.24287826241584,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.7719421376792
185,false,Continue,-425.2509567134512,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.6206411786177
186,false,Continue,-425.2586347402089,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.469515782328
187,false,Continue,-425.26591166517767,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.3185659488103
188,false,Continue,-425.2727868374273,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.1677916780644
189,false,Continue,-425.27925963276743,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,799.0171929700904
190,false,Continue,-425.2853294540258,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134836001024404,108.40792298316956,104.0697729587555,798.8667698248883
191,false,Continue,-425.29099573112774,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,798.716522242458
192,false,Continue,-425.2962579215414,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,798.5664502227996
193,false,Continue,-425.3011155106018,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,798.4165537659132
194,false,Continue,-425.3055680118823,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,798.2668328717987
195,false,Continue,-425.30961496759085,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,798.1172875404559
196,false,Continue,-425.31325594923135,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,797.9679177718851
197,false,Continue,-425.3164905578874,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913483600102441,108.40792298316956,104.0697729587555,797.8187235660862
198,false,Continue,-425.3222664356066,45,0.00000,0.179303689221806,0.09591740503311158,0.02913861211005175,108.40596985816956,104.0697729587555,797.6965091971396
199,false,Continue,-425.33039421675244,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40694642066956,104.0697729587555,797.5219787275917
200,false,Continue,-425.3381263131308,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40694642066956,104.0697729587555,797.3732234287224
201,false,Continue,-425.3454630734864,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,797.2070239072804
202,false,Continue,-425.35240909831555,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,797.0586197339549
203,false,Continue,-425.358959054228,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.9103911234014
204,false,Continue,-425.36511250811463,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.7623380756196
205,false,Continue,-425.3708690517507,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.6144605906098
206,false,Continue,-425.3762283016539,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.4667586683719
207,false,Continue,-425.3811898989437,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.319232308906
208,false,Continue,-425.38575350919757,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.1718815122117
209,false,Continue,-425.3899188224267,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,796.0247062782895
210,false,Continue,-425.39368555303463,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.8777066071391
211,false,Continue,-425.39705343987305,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.7308824987606
212,false,Continue,-425.400022246316,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.584233953154
213,false,Continue,-425.4025917603765,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.4377609703192
214,false,Continue,-425.4047617948361,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.2914635502565
215,false,Continue,-425.40653218743665,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,795.1453416929654
216,false,Continue,-425.4079028011637,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,794.9993953984464
217,false,Continue,-425.4088721825833,46,0.00000,0.1773941911894342,0.09416017847061159,0.028658811802334098,108.06618415791056,104.0478003025055,782.5567137274461
218,false,Continue,-425.4094442715617,45,0.00000,0.179303689221806,0.09591740503311158,0.029138612110051743,108.40792298316956,104.0697729587555,794.7080294977239
219,false,Continue,-425.4160821979922,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.40889954566956,104.0697729587555,794.7085785085717
220,false,Continue,-425.42251347353204,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.40792298316956,104.0697729587555,794.5626098915204
221,false,Continue,-425.42883633410645,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.40596985816956,104.0697729587555,794.4423267130645
222,false,Continue,-425.43505466335273,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.40596985816956,104.0697729587555,794.2709301494834
223,false,Continue,-425.4411643531688,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.40499329566956,104.0697729587555,794.1252190244977
224,false,Continue,-425.44716529255214,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.40304017066956,104.0697729587555,794.0051874860147
225,false,Continue,-425.4530613674193,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.40304017066956,104.0697729587555,793.8340542665916
226,false,Continue,-425.45884713999385,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.40108704566956,104.0697729587555,793.7141904880907
227,false,Continue,-425.4645264978475,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.40011048316956,104.0697729587555,793.5688207351614
228,false,Continue,-425.47009800104604,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.39913392066956,104.0697729587555,793.4235368129205
229,false,Continue,-425.47556154254187,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.39815735816956,104.0697729587555,793.2783387213681
230,false,Continue,-425.480918348238,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39815735816956,104.0697729587555,793.1076444088746
231,false,Continue,-425.4861656486205,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39718079566956,104.0697729587555,792.9626199293966
232,false,Continue,-425.491304671296,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39620423316956,104.0697729587555,792.8176812806072
233,false,Continue,-425.4963353126318,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39522767066956,104.0697729587555,792.6728284625061
234,false,Continue,-425.50125746989306,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39425110816956,104.0697729587555,792.5280614750936
235,false,Continue,-425.5060710412564,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39327454566956,104.0697729587555,792.3833803183696
236,false,Continue,-425.51077592575905,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39229798316956,104.0697729587555,792.238784992334
237,false,Continue,-425.5153720233593,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39132142066956,104.0697729587555,792.0942754969869
238,false,Continue,-425.5198592349915,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.39034485816956,104.0697729587555,791.9498518323282
239,false,Continue,-425.5242374624668,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.38936829566956,104.0697729587555,791.8055139983582
240,false,Continue,-425.52850660856313,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.38839173316956,104.0697729587555,791.6612619950764
241,false,Continue,-425.5326665770225,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.38741517066956,104.0697729587555,791.5170958224833
242,false,Continue,-425.5367172725545,45,0.00000,0.17931670571486155,0.09591740503311158,0.029134202829574185,108.38643860816956,104.0697729587555,791.3730154805785
243,false,Continue,-425.54065860084984,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38546204566956,104.0697729587555,791.2290209693623
244,false,Continue,-425.5444904686203,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38448548316956,104.0697729587555,791.0851122888345
245,false,Continue,-425.5482127835179,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38350892066956,104.0697729587555,790.9412894389952
246,false,Continue,-425.5518254542701,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38253235816956,104.0697729587555,790.7975524198445
247,false,Continue,-425.5553283906313,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38155579566956,104.0697729587555,790.6539012313821
248,false,Continue,-425.5587215033496,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.38057923316956,104.0697729587555,790.5103358736083
249,false,Continue,-425.56200470427723,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37960267066956,104.0697729587555,790.3668563465228
250,false,Continue,-425.5651779063271,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37862610816956,104.0697729587555,790.223462650126
251,false,Continue,-425.5682410234483,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37764954566956,104.0697729587555,790.0801547844175
252,false,Continue,-425.5711939707568,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37667298316956,104.0697729587555,789.9369327493976
253,false,Continue,-425.5740366643579,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37569642066956,104.0697729587555,789.793796545066
254,false,Continue,-425.57676902156425,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37471985816956,104.0697729587555,789.6507461714231
255,false,Continue,-425.57939096078485,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37374329566956,104.0697729587555,789.5077816284685
256,false,Continue,-425.58190240154545,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37276673316956,104.0697729587555,789.3649029162025
257,false,Continue,-425.58430326458523,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37179017066956,104.0697729587555,789.222110034625
258,false,Continue,-425.58659347172727,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.37081360816956,104.0697729587555,789.0794029837358
259,false,Continue,-425.5887729460278,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36983704566956,104.0697729587555,788.9367817635352
260,false,Continue,-425.5908416116789,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36886048316956,104.0697729587555,788.794246374023
261,false,Continue,-425.59279939414,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36788392066956,104.0697729587555,788.6517968151994
262,false,Continue,-425.5946448781525,46,0.00000,0.17740692471524946,0.09416017847061159,0.028654550219486142,108.02606017693229,104.0478003025055,776.3255074912412
263,false,Continue,-425.59638068511026,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36495423316956,104.0697729587555,788.3926728682308
264,false,Continue,-425.5980053826763,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36397767066956,104.0697729587555,788.250478850775
265,false,Continue,-425.5995202430295,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36397767066956,104.0697729587555,788.0828568867895
266,false,Continue,-425.6009212015732,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36202454566956,104.0697729587555,787.966348307929
267,false,Continue,-425.60221218742413,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36104798316956,104.0697729587555,787.8244117825387
268,false,Continue,-425.6033918026649,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.36007142066956,104.0697729587555,787.6825610878369
269,false,Continue,-425.60445998274145,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35909485816956,104.0697729587555,787.5407962238237
270,false,Continue,-425.605416664472,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35811829566956,104.0697729587555,787.3991171904988
271,false,Continue,-425.60626178597136,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35714173316956,104.0697729587555,787.2575239878624
272,false,Continue,-425.6069966186725,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35714173316956,104.0697729587555,787.0905164935785
273,false,Continue,-425.607618439304,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35616517066956,104.0697729587555,786.9490969030165
274,false,Continue,-425.60812852205834,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35518860816956,104.0697729587555,786.8077631431431
275,false,Continue,-425.60852546857825,46,0.00000,0.17740692471524944,0.09416017847061159,0.028654550219486142,108.01364084948663,104.0478003025055,774.514892529404
276,false,Continue,-425.60881324937907,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35323548316956,104.0697729587555,786.5253531154616
277,false,Continue,-425.6089864432863,46,0.00000,0.17740692471524946,0.09416017847061159,0.028654550219486142,108.01173018372577,104.0478003025055,774.2375958534883
278,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
279,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
280,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
281,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
282,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
283,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
284,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
285,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
286,false,Continue,-425.6089864531042,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.35128235816956,104.0697729587555,786.4097672165022
287,false,Continue,-425.60899960750487,45,0.00000,0.17931670571486155,0.09591740503311158,0.02913420282957419,108.34932923316956,104.0697729587555,786.1278682715566
288,true,Stop: Converged,-425.60904902364695,46,0.00000,0.17740692471524944,0.09416017847061159,0.028654550219486142,108.01077485084534,104.0478003025055,774.0990734627363
